dgemm1,1,0.0
dgemm1,2,0.0
dgemm1,4,0.0
dgemm1,8,0.0
dgemm1,16,0.0009975433349609375
dgemm1,32,0.007999658584594727
dgemm1,64,0.06414437294006348
dgemm1,128,0.5139181613922119
dgemm1,256,4.100461721420288
dgemm1,512,35.12784481048584
dgemm1,1024,309.4830083847046
dgemm1,2048,2930.523226261139
dgemm1,1,0.0
dgemm1,2,0.0
dgemm1,4,0.0
dgemm1,8,0.0
dgemm1,16,0.0009999275207519531
dgemm1,32,0.009000301361083984
dgemm1,64,0.07799148559570312
dgemm1,128,0.6310012340545654
dgemm1,256,4.978999137878418
dgemm1,512,40.842570781707764
dgemm1,1024,359.9905090332031
dgemm1,1,0.0
dgemm1,2,0.0
dgemm1,4,0.0
dgemm1,8,0.0
dgemm1,16,0.0009965896606445312
dgemm1,32,0.010004043579101562
dgemm1,64,0.1230008602142334
dgemm1,128,0.5985817909240723
dgemm1,256,4.817999601364136
dgemm1,512,39.06056094169617
dgemm1,1024,349.36751675605774
dgemm1,1,0.0
dgemm1,2,0.0
dgemm1,4,0.0
dgemm1,8,0.0
dgemm1,16,0.001992464065551758
dgemm1,32,0.014007091522216797
dgemm1,64,0.08199596405029297
dgemm1,128,0.6299998760223389
dgemm1,256,5.102996349334717
dgemm1,512,42.117833852767944
dgemm1,1024,370.9987452030182
dgemm1,1,0.0
dgemm1,2,0.0
dgemm1,4,0.0
dgemm1,8,0.0
dgemm1,16,0.001003265380859375
dgemm1,32,0.008991718292236328
dgemm1,64,0.07300686836242676
dgemm1,128,0.598989725112915
dgemm1,256,4.766999006271362
dgemm1,512,38.524195432662964
dgemm1,1024,339.35602712631226